RFA(Sample Set ID)/Tag_id|Segment|Station ID|Station Description|Parameter Code|Parameter Description|Greater Than/Less Than|Value|End Date|End Time|End Depth|Start Date|Start Time|Start Depth|Composite Category|Composite Type|Submitting Entity|Collecting Entity|Monitoring Type|Comments
L076393|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||6.43|05/04/2004|12:30|0.34||||||LC|LC|RT|
10097999|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||6.9|03/25/2008|11:05|0.3||||||WC|FO|RT|
L091469|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||6.3|07/15/2008|11:55|0.3||||||LC|LC|RT|
10167915|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||10.9|03/18/2009|10:40|0.3||||||WC|FO|RT|
12331797|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||3|06/28/2010|10:26|1.4||||||WC|FO|RT|
12663211|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||9|12/16/2010|10:43|0.9||||||WC|FO|RT|
14595139|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||4.4|06/15/2017|11:43|0.3||||||WC|FO|RT|
14595141|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||3.8|06/15/2017|11:43|2||||||WC|FO|RT|
14444850|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||7.7|03/17/2015|11:00|0.15||||||WC|FO|RT|
14504941|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||9.2|04/06/2016|10:56|0.14||||||WC|FO|RT|
14507330|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||13.3|02/10/2016|11:36|0.3||||||WC|FO|RT|
R201390|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||9.28|03/26/2002|08:50|0.3||||||WC|FO|RT|COLD, WINDY, OVERCAST.  SOME APPLIANCES, TIRES, AND A REAL ESTATE SIGN IN CREEK.  WATER BROWN.
2477854|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||5.4|09/23/2003|10:27|2.28659||||||WC|FO|RT|
R229515|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||12|01/04/2006|11:25|0.304878||||||WC|FO|RT|WD NORTHWEST @ 5-10 MPH. OVERCAST, COOL. WATER VERY GREEN, ANTIFREEZE COLOR. SOME TRASH/DEBRIS UNDER BRIDGE.
R233274|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||7.1|04/26/2006|10:55|0.304878||||||WC|FO|RT|NORTH WINDS APPX. 10 TO 15 MPH; PARTLY CLOUDY SKIES W/A FRONT PASSING; WATER ISMURCKY GREENISH/GRAY.
14118242|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||6.4|10/02/2013|11:05|0.2||||||WC|FO|RT|
13693419|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||7.9|04/03/2013|10:35|0.3||||||WC|FO|RT|
10035889|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||5.4|07/11/2007|10:50|0.3||||||WC|FO|RT|
12069484|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||8|03/10/2010|10:30|0.3||||||WC|FO|RT|
2657794|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||3.32|07/06/2004|18:19|3||||||PW|PW|TQ|
P008150|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||6.04|05/07/2003|09:32|0.3||||||PW|PW|TQ|
2657855|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||3.55|08/04/2003|13:37|1.6||||||PW|PW|TQ|
P008215|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||4.69|09/22/2003|12:35|0.3||||||PW|PW|TQ|
P008288|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||8.48|08/03/2004|17:24|0.3||||||PW|PW|TQ|? Days since last significant rainfall; flow severity - no flow
2657588|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||3.96|04/07/2003|14:42|1.6||||||PW|PW|TQ|
P008149|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||5.46|05/07/2003|10:12|0.3||||||PW|PW|TQ|
2657854|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||2.42|08/04/2003|14:13|1.7||||||PW|PW|TQ|
2657997|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||1.48|11/03/2003|12:50|3.3||||||PW|PW|TQ|
P008220|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||6.39|11/03/2003|12:50|0.3||||||PW|PW|TQ|
2657969|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||0.16|09/22/2004|17:25|3||||||PW|PW|TQ|
P008214|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||8.24|09/22/2003|13:15|0.3||||||PW|PW|TQ|
L105048|1501|20636|TRES PALACIOS RIVER 260 METERS SOUTH AND 90 METERS EAST FROM THE INTERSECTION OF LIVE OAK BOULEVARD AND RIVERSIDE DRIVE|00300|OXYGEN, DISSOLVED (MG/L)||7.1|01/12/2012|09:55|0.3||||||LC|LC|RT|
L100257|1501|20636|TRES PALACIOS RIVER 260 METERS SOUTH AND 90 METERS EAST FROM THE INTERSECTION OF LIVE OAK BOULEVARD AND RIVERSIDE DRIVE|00300|OXYGEN, DISSOLVED (MG/L)||3.6|09/08/2010|11:15|0.3||||||LC|LC|RT|
14504943|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||11.2|04/06/2016|11:33|0.3||||||WC|FO|RT|
R187914|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||6.7|03/14/2000|09:50|0.3||||||WC|FO|RT|RAINING, CHILLY, WINDY.  WATER MUDDY BROWN.  LOW TIDE.
R192139|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||4.86|06/15/2000|10:45|0.3||||||WC|FO|RT|PARTLY CLOUDY, SW WIND 10 -15 MPH, H2O MUDDY BROWN, HIGH TIDE, RECENT RAINS IN THE AREA.
R195801|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||5.97|06/21/2001|10:20|0.3||||||WC|FO|RT|SUNNY, HOT, H2O GREENISH BROWN.  LIGHT TRAFFIC.  HIGH TIDE.  SURFACE SCUM PRESENT.
R216639|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||9.3|03/18/2004|10:35|0.304878||||||WC|FO|RT|CLOUDY, BREEZY, COOL, WATER BROWNISH
R223917|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||6.3|03/15/2005|12:05|0.304878||||||WC|FO|RT|WD NORTH @ 10-12 MPH. 100% CLOUD COVER, COOL, OVERCAST. WATER BROWN, MILKY TURBID. DUE TO BOAT TRAILER PROBLEMS NO BACTERIOLOGICAL DATA BECAUSE HOLD TIMES WEREEXCEEDED.
2477858|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||4.3|09/23/2003|10:59|1.52||||||WC|FO|RT|
13612700|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||10.7|01/07/2013|11:05|1||||||WC|FO|RT|
14342004|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||11.3|12/12/2013|11:15|0.3||||||WC|FO|RT|
13513178|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||10.2|09/27/2012|11:34|0.9||||||WC|FO|RT|
13513179|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||1.1|09/27/2012|11:34|1.6||||||WC|FO|RT|
14391931|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||6|06/17/2014|11:18|1.7||||||WC|FO|RT|
L059318|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||4.42|05/03/2000|13:20|1||||||LC|XX|RT|
L071043|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||8.56|03/05/2003|11:20|1||||||LC|LC|RT|
L077312|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||2.99|07/13/2004|11:55|1.75||||||LC|LC|RT|
L079631|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||7.07|05/10/2005|12:15|0.3||||||LC|LC|RT|
L083903|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||11.16|05/17/2006|12:30|0.33||||||LC|LC|RT|
L073022|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||4.6|07/02/2003|11:57|1||||||LC|LC|RT|
L080758|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||10.2|01/06/2005|10:10|0.3||||||LC|LC|RT|
L085469|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||8.1|01/02/2007|12:35|0.3||||||LC|LC|RT|
10014131|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||2.9|09/27/2006|11:22|1.2||||||WC|FO|RT|
10035892|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||4.1|07/11/2007|11:20|0.3||||||WC|FO|RT|
L086380|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||12|03/05/2007|12:50|0.3||||||LC|LC|RT|
10091822|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||8.9|12/19/2007|11:30|0.3||||||WC|FO|RT|
L087695|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||3.4|09/05/2007|12:05|0.3||||||LC|LC|RT|
10098000|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||6.8|03/25/2008|11:05|1.2||||||WC|FO|RT|
10111648|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||5|07/02/2008|11:18|0.91||||||WC|FO|RT|Entero sample - 120 cfu. 
11889019|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||3.1|09/09/2009|10:27|1.5||||||WC|FO|RT|
11987230|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||9.3|01/13/2010|10:15|0.3||||||WC|FO|RT|
12808786|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||9.4|03/16/2011|10:22|0.3||||||WC|FO|RT|
12808787|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||8.8|03/16/2011|10:22|0.7||||||WC|FO|RT|
12897523|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||1.7|06/01/2011|10:10|1.9||||||WC|FO|RT|
14407844|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||3.4|10/02/2014|10:45|0.9||||||WC|FO|RT|
14595140|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||3.8|06/15/2017|11:43|1.2||||||WC|FO|RT|
14551904|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||7.9|12/14/2016|11:06|0.8||||||WC|FO|RT|
R200079|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||11.1|01/10/2002|08:45|0.3||||||WC|FO|RT|PTLY CLOUDY, CALM, WAT\RM, MUGGY.  H2O BROWN AND TURBID.  TWO LARGE PATCHES OF FOAM UPSTREAM FROM BRIDGE.  LARGE LOAD OF USED DIAPERS ON BRIDGE AT SAMPLE LOCATION.
R226112|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||6.4|08/14/2002|10:45|0.304878||||||WC|FO|RT|OVERCAST, RAINING. WATER GREENISH BROWN.
2477852|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||5.3|09/23/2003|10:27|1.52439||||||WC|FO|RT|
R216644|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||7.4|03/18/2004|10:04|0.304878||||||WC|FO|RT|CLOUDY, BREEZY, COOL, BROWNISH WATER, TURBID, SMALL AMOUNT OF TRASH IN WATER ANDON BANK
R218189|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||7.5|06/16/2004|10:50|0.304878||||||WC|FO|RT|RAINING, WINDS 10-15 MPH, WATER BROWN, LOTS OF DEBRIS/FLOATING VEGETATION IN WATER
R220646|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||6.5|10/18/2004|11:25|0.304878||||||WC|FO|RT|OVERCAST, HOT, WINDY, SW 10-15 MPH, WATER BROWN AND TURBID, RECENT HIGH FLOW, SOFTSHELL TURTLES PRESENT BUT SKITISH
2613022|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||6.9|10/18/2004|11:25|1.21951||||||WC|FO|RT|
10085680|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||7|06/27/2005|12:30|0.3||||||WC|FO|RT|
10139014|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||10.6|12/16/2008|10:28|0.3||||||WC|FO|RT|
10167913|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||7.3|03/18/2009|10:04|0.3||||||WC|FO|RT|
10231846|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||6.7|06/11/2009|09:58|0.3||||||WC|FO|RT|
11987228|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||10.2|01/13/2010|09:41|0.3||||||WC|FO|RT|
12663208|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||9.9|12/16/2010|10:14|0.15||||||WC|FO|RT|
13079706|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||6.4|09/28/2011|10:27|0.3||||||WC|FO|RT|
P008273|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||5.74|07/06/2004|18:19|0.3||||||PW|PW|TQ|Flow severity - low; days since last significant rainfall - blank
2657542|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||2.06|03/22/2004|13:20|2.7||||||PW|PW|TQ|
2657595|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||4.61|04/07/2003|15:18|3.5||||||PW|PW|TQ|
2657667|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||3.33|05/07/2003|09:32|3.4||||||PW|PW|TQ|
P008173|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||6.29|06/23/2003|13:45|0.3||||||PW|PW|TQ|
2657958|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||4.74|09/22/2004|17:57|1.7||||||PW|PW|TQ|
P008188|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||3.68|08/04/2003|14:13|0.3||||||PW|PW|TQ|
2657728|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||3.97|06/23/2003|14:48|2.6||||||PW|PW|TQ|
L102718|1501|20636|TRES PALACIOS RIVER 260 METERS SOUTH AND 90 METERS EAST FROM THE INTERSECTION OF LIVE OAK BOULEVARD AND RIVERSIDE DRIVE|00300|OXYGEN, DISSOLVED (MG/L)||6.6|05/02/2011|11:55|0.3||||||LC|LC|RT|
L097496|1501|20636|TRES PALACIOS RIVER 260 METERS SOUTH AND 90 METERS EAST FROM THE INTERSECTION OF LIVE OAK BOULEVARD AND RIVERSIDE DRIVE|00300|OXYGEN, DISSOLVED (MG/L)||9.5|01/06/2010|09:00|0.3||||||LC|LC|RT|
L103974|1501|20636|TRES PALACIOS RIVER 260 METERS SOUTH AND 90 METERS EAST FROM THE INTERSECTION OF LIVE OAK BOULEVARD AND RIVERSIDE DRIVE|00300|OXYGEN, DISSOLVED (MG/L)||8|09/14/2011|10:10|0.3||||||LC|LC|RT|
14444848|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||5.4|03/17/2015|11:32|0.3||||||WC|FO|RT|
14504944|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||11.1|04/06/2016|11:33|0.9||||||WC|FO|RT|
14507321|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||15.7|02/10/2016|12:14|0.3||||||WC|FO|RT|
R194026|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||12.49|12/20/2000|09:15|0.3||||||WC|FO|RT|REDDISH GREEN H2O, SE 8-12, SUNNY AND COLD, LOOKS LIKE AN ALGAL BLOOM, 2 RECREATIONAL FISHING BOATS LAUNCHING.
R194284|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||9.84|03/14/2001|10:45|0.3||||||WC|FO|RT|CLOUDY, BREEZY, APPROACHING T-STORMS, H20 BROWNISH GREEN, MODERATE TRAFFIC SW WIND 25 MPH, COOL.
2693870|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||3.3|06/22/2005|10:53|1.52439||||||WC|FO|RT|
2838039|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||10|01/04/2006|11:50|1.21951||||||WC|FO|RT|
